1210	2430
1120	2630
1100	2700
720	2450
710	2540
910	2350
1030	2400
720	2750
740	2880
1370	1610
1360	1600
2350	2860
2350	2920
2070	2500
1900	2450
2020	2420
2020	2500
1680	2400
1710	2440
1122	2500
1150	2600
1078	2570
1050	2680
665	2620
650	2700
980	2370
940	2370
696	2200
665	2080
1300	1400
1300	1570
2100	2850
2000	2980
1900	2340
2040	2560
1980	2310
2050	2500
1710	2110
1800	2150
1000	2380
960	2450
830	2250
820	2400
620	2250
700	2550
730	2180
740	2200
720	2100
740	2040
1230	1600
1300	1650
2355	3250
2460	3280
2242	2805
2250	2780
2090	2720
1980	2640
1958	2542
1840	2535
1320	2550
1393	2550
1168	2750
1210	2680
1000	2670
968	2660
1273	2430
1286	2410
1300	2160
1320	2150
1500	1890
1460	1818
2290	2700
2305	2635
1880	2440
1930	2390
1780	2300
1730	2275
1770	2350
1642	2170
1273	2130
1283	2150
1150	2440
1092	2320
780	2350
849	2460
1100	2140
1200	2175
1080	2260
1125	2210
1300	1625
1288	1600
2100	3090
2080	3180
2000	2710
1950	2670
1910	2580
1930	2650
1620	2200
1580	2360
1100	2230
1120	2330
1100	2240
1100	2220
720	2180
690	2200
770	1860
790	1920
670	1900
730	1850
1320	1550
1240	1510
2650	3280
2700	3170
1750	2700
1800	2750
1680	2560
1700	2500
1570	2600
1610	2650
1050	2500
1100	2480
970	2870
980	2900
860	2900
820	2820
1000	2500
920	2370
1000	2100
960	1940
1300	1920
1300	1760
2180	2660
2210	2780
1900	2440
1980	2480
1670	2310
1700	2380
1470	2280
1580	2320
1100	2390
1110	2370
980	2330
940	2380
790	2480
840	2420
860	2200
840	2200
670	2140
720	2190
1410	1760
1330	1700
2400	2910
2320	2960
2060	2680
2050	2670
1900	2530
1920	2520
1800	2440
1820	2480
1200	2600
1290	2600
1110	2500
1060	2720
970	2570
880	2660
1130	2440
1150	2420
990	2330
1000	2300
1350	1600
1350	1600
2300	2800
2240	2760
2200	2680
2080	2520
1870	2320
1900	2400
1920	2480
1850	2560
1110	2100
1150	2100
1040	2120
1160	2080
920	2240
850	2250
970	2200
870	2240
600	2300
570	2100
1520	2100
1570	2050
2100	2900
2150	2860
1870	2450
1710	2350
1770	2500
1750	2400
1580	2440
1500	2300
880	2500
1000	2520
950	2520
960	2520
610	2500
710	2500
900	2100
920	2140
690	2080
650	2050
1280	1720
1280	1650
2450	2700
2500	2880
2080	2530
2110	2500
1900	2200
1840	2250
1850	2400
1780	2160
1370	2110
1300	2100
1260	2120
1140	2020
800	1850
1000	2000
1060	1950
1220	2150
800	2220
800	2150
1350	1780
1470	1820
2190	3000
2085	2890
1967	2670
1940	2590
2100	2700
1995	2780
1900	2700
1860	2500
1200	2420
1127	2420
1160	2360
1155	2330
740	2300
789	2420
1020	2200
1028	2160
1000	2120
898	2140
1340	1688
1280	1570
